strategy,cagr,sharpe,mdd,calmar,years,start,end,pct_in_market,trades,bh_cagr,bh_sharpe,bh_mdd
M1M2>-1|TS>0.3 | 中证1000 [OOS],10.09,0.473,-44.75,0.225,3.0,2023-01-03,2026-01-30,73.9,12.0,14.72,0.585,-44.24
M1M2>-1&TS>0.5 | 中证1000 [FULL],2.07,0.378,-9.25,0.224,11.2,2014-06-19,2026-01-30,4.0,18.0,9.06,0.428,-74.93
M1M2>-1&TS>0.5 | 中证1000 [IS],2.83,0.441,-9.25,0.306,8.3,2014-06-19,2022-12-30,5.4,18.0,7.09,0.373,-74.93
M1M2>-1&TS>0.5 | 中证1000 [OOS],0.0,0.0,0.0,0.0,3.0,2023-01-03,2026-01-30,0.0,0.0,14.72,0.585,-44.24
M1M2>-1|TS>0.5 | 中证1000 [FULL],-0.93,0.092,-68.95,-0.013,11.2,2014-06-19,2026-01-30,49.0,53.0,9.06,0.428,-74.93
M1M2>-1|TS>0.5 | 中证1000 [IS],-3.12,0.019,-68.95,-0.045,8.3,2014-06-19,2022-12-30,58.1,42.0,7.09,0.373,-74.93
M1M2>-1|TS>0.5 | 中证1000 [OOS],5.43,0.347,-22.02,0.247,3.0,2023-01-03,2026-01-30,23.4,11.0,14.72,0.585,-44.24
M1M2>0&TS>0.3 | 中证1000 [FULL],-2.36,-0.125,-43.96,-0.054,11.2,2014-06-19,2026-01-30,14.2,8.0,9.06,0.428,-74.93
M1M2>0&TS>0.3 | 中证1000 [IS],-3.19,-0.146,-43.96,-0.073,8.3,2014-06-19,2022-12-30,19.3,8.0,7.09,0.373,-74.93
M1M2>0&TS>0.3 | 中证1000 [OOS],0.0,0.0,0.0,0.0,3.0,2023-01-03,2026-01-30,0.0,0.0,14.72,0.585,-44.24
M1M2>0|TS>0.3 | 中证1000 [FULL],7.83,0.396,-73.34,0.107,11.2,2014-06-19,2026-01-30,89.4,28.0,9.06,0.428,-74.93
M1M2>0|TS>0.3 | 中证1000 [IS],7.03,0.372,-73.34,0.096,8.3,2014-06-19,2022-12-30,95.0,16.0,7.09,0.373,-74.93
M1M2>0|TS>0.3 | 中证1000 [OOS],10.09,0.473,-44.75,0.225,3.0,2023-01-03,2026-01-30,73.9,12.0,14.72,0.585,-44.24
M1M2>0&TS>0.5 | 中证1000 [FULL],2.07,0.378,-9.25,0.224,11.2,2014-06-19,2026-01-30,4.0,18.0,9.06,0.428,-74.93
M1M2>0&TS>0.5 | 中证1000 [IS],2.83,0.441,-9.25,0.306,8.3,2014-06-19,2022-12-30,5.4,18.0,7.09,0.373,-74.93
M1M2>0&TS>0.5 | 中证1000 [OOS],0.0,0.0,0.0,0.0,3.0,2023-01-03,2026-01-30,0.0,0.0,14.72,0.585,-44.24
M1M2>0|TS>0.5 | 中证1000 [FULL],-2.88,0.01,-70.96,-0.041,11.2,2014-06-19,2026-01-30,47.0,51.0,9.06,0.428,-74.93
M1M2>0|TS>0.5 | 中证1000 [IS],-5.7,-0.089,-70.96,-0.08,8.3,2014-06-19,2022-12-30,55.5,40.0,7.09,0.373,-74.93
M1M2>0|TS>0.5 | 中证1000 [OOS],5.43,0.347,-22.02,0.247,3.0,2023-01-03,2026-01-30,23.4,11.0,14.72,0.585,-44.24
M1M2>1&TS>0.3 | 中证1000 [FULL],-3.33,-0.219,-43.96,-0.076,11.2,2014-06-19,2026-01-30,13.6,8.0,9.06,0.428,-74.93
M1M2>1&TS>0.3 | 中证1000 [IS],-4.5,-0.256,-43.96,-0.102,8.3,2014-06-19,2022-12-30,18.5,8.0,7.09,0.373,-74.93
M1M2>1&TS>0.3 | 中证1000 [OOS],0.0,0.0,0.0,0.0,3.0,2023-01-03,2026-01-30,0.0,0.0,14.72,0.585,-44.24
M1M2>1|TS>0.3 | 中证1000 [FULL],7.83,0.396,-73.34,0.107,11.2,2014-06-19,2026-01-30,89.4,28.0,9.06,0.428,-74.93
M1M2>1|TS>0.3 | 中证1000 [IS],7.03,0.372,-73.34,0.096,8.3,2014-06-19,2022-12-30,95.0,16.0,7.09,0.373,-74.93
M1M2>1|TS>0.3 | 中证1000 [OOS],10.09,0.473,-44.75,0.225,3.0,2023-01-03,2026-01-30,73.9,12.0,14.72,0.585,-44.24
M1M2>1&TS>0.5 | 中证1000 [FULL],1.78,0.339,-9.25,0.193,11.2,2014-06-19,2026-01-30,3.8,16.0,9.06,0.428,-74.93
M1M2>1&TS>0.5 | 中证1000 [IS],2.43,0.395,-9.25,0.262,8.3,2014-06-19,2022-12-30,5.1,16.0,7.09,0.373,-74.93
M1M2>1&TS>0.5 | 中证1000 [OOS],0.0,0.0,0.0,0.0,3.0,2023-01-03,2026-01-30,0.0,0.0,14.72,0.585,-44.24
M1M2>1|TS>0.5 | 中证1000 [FULL],-3.56,-0.02,-73.14,-0.049,11.2,2014-06-19,2026-01-30,46.6,52.0,9.06,0.428,-74.93
M1M2>1|TS>0.5 | 中证1000 [IS],-6.59,-0.13,-73.14,-0.09,8.3,2014-06-19,2022-12-30,54.9,41.0,7.09,0.373,-74.93
M1M2>1|TS>0.5 | 中证1000 [OOS],5.43,0.347,-22.02,0.247,3.0,2023-01-03,2026-01-30,23.4,11.0,14.72,0.585,-44.24
M1M2_Up&10Y<MA60 | 中证1000 [FULL],12.82,0.732,-39.25,0.327,11.2,2014-06-19,2026-01-30,27.8,41.0,9.06,0.428,-74.93
M1M2_Up&10Y<MA60 | 中证1000 [IS],14.92,0.792,-35.7,0.418,8.3,2014-06-19,2022-12-30,26.3,32.0,7.09,0.373,-74.93
M1M2_Up&10Y<MA60 | 中证1000 [OOS],7.17,0.533,-20.51,0.35,3.0,2023-01-03,2026-01-30,32.0,9.0,14.72,0.585,-44.24
M1M2_Up|10Y<MA60 | 中证1000 [FULL],14.47,0.596,-64.48,0.224,11.2,2014-06-19,2026-01-30,78.6,47.0,9.06,0.428,-74.93
M1M2_Up|10Y<MA60 | 中证1000 [IS],13.62,0.568,-64.48,0.211,8.3,2014-06-19,2022-12-30,76.2,32.0,7.09,0.373,-74.93
M1M2_Up|10Y<MA60 | 中证1000 [OOS],16.86,0.681,-39.02,0.432,3.0,2023-01-03,2026-01-30,85.4,15.0,14.72,0.585,-44.24
M1M2_Up&10Y<MA120 | 中证1000 [FULL],11.78,0.655,-40.24,0.293,11.2,2014-06-19,2026-01-30,30.5,34.0,9.06,0.428,-74.93
M1M2_Up&10Y<MA120 | 中证1000 [IS],15.17,0.779,-35.7,0.425,8.3,2014-06-19,2022-12-30,29.3,28.0,7.09,0.373,-74.93
M1M2_Up&10Y<MA120 | 中证1000 [OOS],2.85,0.25,-28.43,0.1,3.0,2023-01-03,2026-01-30,33.9,6.0,14.72,0.585,-44.24
M1M2_Up|10Y<MA120 | 中证1000 [FULL],12.69,0.54,-67.86,0.187,11.2,2014-06-19,2026-01-30,80.2,32.0,9.06,0.428,-74.93
M1M2_Up|10Y<MA120 | 中证1000 [IS],11.72,0.513,-67.86,0.173,8.3,2014-06-19,2022-12-30,78.4,27.0,7.09,0.373,-74.93
M1M2_Up|10Y<MA120 | 中证1000 [OOS],15.43,0.616,-41.97,0.368,3.0,2023-01-03,2026-01-30,85.3,5.0,14.72,0.585,-44.24
Below_MA120&10Y<2.5 | 沪深300 [FULL],0.72,0.217,-8.5,0.084,13.7,2012-01-05,2026-03-24,3.9,15.0,4.99,0.335,-46.7
Below_MA120&10Y<2.5 | 沪深300 [IS],0.01,0.159,-0.1,0.122,10.6,2012-01-05,2022-12-30,0.0,1.0,5.04,0.332,-46.7
Below_MA120&10Y<2.5 | 沪深300 [OOS],3.18,0.451,-8.5,0.374,3.1,2023-01-03,2026-03-24,17.0,14.0,4.8,0.361,-24.8
Below_MA120&10Y<3.0 | 沪深300 [FULL],-1.35,-0.092,-32.24,-0.042,13.7,2012-01-05,2026-03-24,23.3,36.0,4.99,0.335,-46.7
Below_MA120&10Y<3.0 | 沪深300 [IS],-1.56,-0.117,-27.27,-0.057,10.6,2012-01-05,2022-12-30,18.8,19.0,5.04,0.332,-46.7
Below_MA120&10Y<3.0 | 沪深300 [OOS],-0.61,-0.011,-18.3,-0.033,3.1,2023-01-03,2026-03-24,38.8,17.0,4.8,0.361,-24.8
Below_MA120&10Y<3.5 | 沪深300 [FULL],-0.78,0.005,-32.36,-0.024,13.7,2012-01-05,2026-03-24,33.1,59.0,4.99,0.335,-46.7
Below_MA120&10Y<3.5 | 沪深300 [IS],-0.83,0.008,-27.4,-0.03,10.6,2012-01-05,2022-12-30,31.5,42.0,5.04,0.332,-46.7
Below_MA120&10Y<3.5 | 沪深300 [OOS],-0.61,-0.011,-18.3,-0.033,3.1,2023-01-03,2026-03-24,38.8,17.0,4.8,0.361,-24.8
Below_MA250&10Y<2.5 | 沪深300 [FULL],0.89,0.289,-12.64,0.071,13.7,2012-01-05,2026-03-24,4.5,9.0,4.99,0.335,-46.7
Below_MA250&10Y<2.5 | 沪深300 [IS],0.01,0.159,-0.1,0.122,10.6,2012-01-05,2022-12-30,0.0,1.0,5.04,0.332,-46.7
Below_MA250&10Y<2.5 | 沪深300 [OOS],3.97,0.603,-12.64,0.314,3.1,2023-01-03,2026-03-24,19.9,8.0,4.8,0.361,-24.8
Below_MA250&10Y<3.0 | 沪深300 [FULL],-0.81,-0.032,-31.07,-0.026,13.7,2012-01-05,2026-03-24,26.7,26.0,4.99,0.335,-46.7
Below_MA250&10Y<3.0 | 沪深300 [IS],-1.76,-0.13,-31.07,-0.057,10.6,2012-01-05,2022-12-30,21.0,12.0,5.04,0.332,-46.7
Below_MA250&10Y<3.0 | 沪深300 [OOS],2.55,0.302,-19.18,0.133,3.1,2023-01-03,2026-03-24,46.4,13.0,4.8,0.361,-24.8
Below_MA250&10Y<3.5 | 沪深300 [FULL],-0.54,0.014,-30.98,-0.018,13.7,2012-01-05,2026-03-24,31.5,29.0,4.99,0.335,-46.7
Below_MA250&10Y<3.5 | 沪深300 [IS],-1.43,-0.054,-30.98,-0.046,10.6,2012-01-05,2022-12-30,27.2,15.0,5.04,0.332,-46.7
Below_MA250&10Y<3.5 | 沪深300 [OOS],2.55,0.302,-19.18,0.133,3.1,2023-01-03,2026-03-24,46.4,13.0,4.8,0.361,-24.8
Below_MA500&10Y<2.5 | 沪深300 [FULL],1.0,0.298,-14.41,0.069,13.7,2012-01-05,2026-03-24,4.9,4.0,4.99,0.335,-46.7
Below_MA500&10Y<2.5 | 沪深300 [IS],0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.04,0.332,-46.7
Below_MA500&10Y<2.5 | 沪深300 [OOS],4.5,0.628,-14.41,0.312,3.1,2023-01-03,2026-03-24,21.7,4.0,4.8,0.361,-24.8
Below_MA500&10Y<3.0 | 沪深300 [FULL],0.64,0.117,-32.96,0.02,13.7,2012-01-05,2026-03-24,24.8,13.0,4.99,0.335,-46.7
Below_MA500&10Y<3.0 | 沪深300 [IS],0.9,0.151,-25.54,0.035,10.6,2012-01-05,2022-12-30,16.1,11.0,5.04,0.332,-46.7
Below_MA500&10Y<3.0 | 沪深300 [OOS],-0.24,0.032,-24.8,-0.01,3.1,2023-01-03,2026-03-24,54.6,1.0,4.8,0.361,-24.8
Below_MA500&10Y<3.5 | 沪深300 [FULL],1.54,0.203,-32.96,0.047,13.7,2012-01-05,2026-03-24,31.0,25.0,4.99,0.335,-46.7
Below_MA500&10Y<3.5 | 沪深300 [IS],2.06,0.26,-25.54,0.081,10.6,2012-01-05,2022-12-30,24.2,23.0,5.04,0.332,-46.7
Below_MA500&10Y<3.5 | 沪深300 [OOS],-0.24,0.032,-24.8,-0.01,3.1,2023-01-03,2026-03-24,54.6,1.0,4.8,0.361,-24.8
PriceRank<P30(2y) | 沪深300 [FULL],-0.78,-0.043,-27.72,-0.028,13.7,2012-01-05,2026-03-24,25.2,15.0,4.99,0.335,-46.7
PriceRank<P30(2y) | 沪深300 [IS],-0.77,-0.049,-24.58,-0.031,10.6,2012-01-05,2022-12-30,17.7,7.0,5.04,0.332,-46.7
PriceRank<P30(2y) | 沪深300 [OOS],-0.82,-0.028,-21.1,-0.039,3.1,2023-01-03,2026-03-24,51.0,7.0,4.8,0.361,-24.8
PriceRank<P40(2y) | 沪深300 [FULL],0.23,0.072,-34.03,0.007,13.7,2012-01-05,2026-03-24,28.4,25.0,4.99,0.335,-46.7
PriceRank<P40(2y) | 沪深300 [IS],0.59,0.11,-26.73,0.022,10.6,2012-01-05,2022-12-30,20.8,23.0,5.04,0.332,-46.7
PriceRank<P40(2y) | 沪深300 [OOS],-0.98,-0.037,-24.8,-0.039,3.1,2023-01-03,2026-03-24,54.4,1.0,4.8,0.361,-24.8
PriceRank<P50(2y) | 沪深300 [FULL],0.91,0.137,-34.8,0.026,13.7,2012-01-05,2026-03-24,34.6,28.0,4.99,0.335,-46.7
PriceRank<P50(2y) | 沪深300 [IS],1.01,0.146,-27.59,0.037,10.6,2012-01-05,2022-12-30,28.7,25.0,5.04,0.332,-46.7
PriceRank<P50(2y) | 沪深300 [OOS],0.53,0.103,-24.8,0.022,3.1,2023-01-03,2026-03-24,54.8,2.0,4.8,0.361,-24.8
Cheap40(2y)&10YDown60 | 沪深300 [FULL],0.76,0.136,-27.84,0.027,13.7,2012-01-05,2026-03-24,19.5,40.0,4.99,0.335,-46.7
Cheap40(2y)&10YDown60 | 沪深300 [IS],1.06,0.182,-17.4,0.061,10.6,2012-01-05,2022-12-30,13.3,29.0,5.04,0.332,-46.7
Cheap40(2y)&10YDown60 | 沪深300 [OOS],-0.27,0.021,-17.55,-0.015,3.1,2023-01-03,2026-03-24,40.7,11.0,4.8,0.361,-24.8
Cheap40(2y)&10YDown120 | 沪深300 [FULL],0.28,0.075,-29.26,0.009,13.7,2012-01-05,2026-03-24,20.6,35.0,4.99,0.335,-46.7
Cheap40(2y)&10YDown120 | 沪深300 [IS],0.56,0.11,-20.37,0.027,10.6,2012-01-05,2022-12-30,14.9,29.0,5.04,0.332,-46.7
Cheap40(2y)&10YDown120 | 沪深300 [OOS],-0.68,-0.022,-18.79,-0.036,3.1,2023-01-03,2026-03-24,40.5,6.0,4.8,0.361,-24.8
PriceRank<P30(3y) | 沪深300 [FULL],1.42,0.231,-22.24,0.064,13.7,2012-01-05,2026-03-24,17.2,22.0,4.99,0.335,-46.7
PriceRank<P30(3y) | 沪深300 [IS],1.4,0.265,-13.87,0.101,10.6,2012-01-05,2022-12-30,7.4,12.0,5.04,0.332,-46.7
PriceRank<P30(3y) | 沪深300 [OOS],1.48,0.191,-22.24,0.067,3.1,2023-01-03,2026-03-24,50.9,9.0,4.8,0.361,-24.8
PriceRank<P40(3y) | 沪深300 [FULL],2.03,0.277,-25.38,0.08,13.7,2012-01-05,2026-03-24,20.8,18.0,4.99,0.335,-46.7
PriceRank<P40(3y) | 沪深300 [IS],1.3,0.217,-17.12,0.076,10.6,2012-01-05,2022-12-30,10.3,13.0,5.04,0.332,-46.7
PriceRank<P40(3y) | 沪深300 [OOS],4.55,0.425,-24.8,0.184,3.1,2023-01-03,2026-03-24,56.9,4.0,4.8,0.361,-24.8
PriceRank<P50(3y) | 沪深300 [FULL],0.34,0.084,-31.61,0.011,13.7,2012-01-05,2026-03-24,24.8,20.0,4.99,0.335,-46.7
PriceRank<P50(3y) | 沪深300 [IS],-0.63,-0.033,-24.05,-0.026,10.6,2012-01-05,2022-12-30,14.1,9.0,5.04,0.332,-46.7
PriceRank<P50(3y) | 沪深300 [OOS],3.77,0.347,-24.8,0.152,3.1,2023-01-03,2026-03-24,61.6,10.0,4.8,0.361,-24.8
Cheap40(3y)&10YDown60 | 沪深300 [FULL],2.55,0.391,-21.71,0.117,13.7,2012-01-05,2026-03-24,14.4,29.0,4.99,0.335,-46.7
Cheap40(3y)&10YDown60 | 沪深300 [IS],1.76,0.356,-10.39,0.17,10.6,2012-01-05,2022-12-30,6.0,15.0,5.04,0.332,-46.7
Cheap40(3y)&10YDown60 | 沪深300 [OOS],5.31,0.516,-17.55,0.302,3.1,2023-01-03,2026-03-24,43.3,14.0,4.8,0.361,-24.8
Cheap40(3y)&10YDown120 | 沪深300 [FULL],2.25,0.329,-24.42,0.092,13.7,2012-01-05,2026-03-24,15.7,28.0,4.99,0.335,-46.7
Cheap40(3y)&10YDown120 | 沪深300 [IS],1.5,0.271,-14.93,0.1,10.6,2012-01-05,2022-12-30,7.7,19.0,5.04,0.332,-46.7
Cheap40(3y)&10YDown120 | 沪深300 [OOS],4.87,0.477,-18.79,0.259,3.1,2023-01-03,2026-03-24,43.1,9.0,4.8,0.361,-24.8
"RSI14(30,70) | 沪深300 [FULL]",0.55,0.112,-32.36,0.017,13.7,2012-01-05,2026-03-24,47.4,41.0,4.99,0.335,-46.7
"RSI14(30,70) | 沪深300 [IS]",1.41,0.168,-32.36,0.044,10.6,2012-01-05,2022-12-30,47.8,33.0,5.04,0.332,-46.7
"RSI14(30,70) | 沪深300 [OOS]",-2.34,-0.165,-22.43,-0.104,3.1,2023-01-03,2026-03-24,46.1,8.0,4.8,0.361,-24.8
"RSI14(20,80) | 沪深300 [FULL]",-2.58,-0.091,-50.43,-0.051,13.7,2012-01-05,2026-03-24,47.7,12.0,4.99,0.335,-46.7
"RSI14(20,80) | 沪深300 [IS]",-3.43,-0.122,-48.37,-0.071,10.6,2012-01-05,2022-12-30,53.6,8.0,5.04,0.332,-46.7
"RSI14(20,80) | 沪深300 [OOS]",0.38,0.088,-17.39,0.022,3.1,2023-01-03,2026-03-24,27.5,3.0,4.8,0.361,-24.8
"RSI14(40,60) | 沪深300 [FULL]",0.68,0.12,-33.31,0.02,13.7,2012-01-05,2026-03-24,46.2,76.0,4.99,0.335,-46.7
"RSI14(40,60) | 沪深300 [IS]",1.28,0.16,-29.63,0.043,10.6,2012-01-05,2022-12-30,45.0,58.0,5.04,0.332,-46.7
"RSI14(40,60) | 沪深300 [OOS]",-1.38,-0.072,-16.98,-0.081,3.1,2023-01-03,2026-03-24,50.3,18.0,4.8,0.361,-24.8
"RSI30(30,70) | 沪深300 [FULL]",4.85,0.502,-20.92,0.232,13.7,2012-01-05,2026-03-24,32.7,11.0,4.99,0.335,-46.7
"RSI30(30,70) | 沪深300 [IS]",5.42,0.539,-17.22,0.315,10.6,2012-01-05,2022-12-30,31.8,8.0,5.04,0.332,-46.7
"RSI30(30,70) | 沪深300 [OOS]",2.91,0.356,-20.92,0.139,3.1,2023-01-03,2026-03-24,35.9,3.0,4.8,0.361,-24.8
"RSI30(20,80) | 沪深300 [FULL]",0.0,0.0,0.0,0.0,13.7,2012-01-05,2026-03-24,0.0,0.0,4.99,0.335,-46.7
"RSI30(20,80) | 沪深300 [IS]",0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.04,0.332,-46.7
"RSI30(20,80) | 沪深300 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,4.8,0.361,-24.8
"RSI30(40,60) | 沪深300 [FULL]",-0.86,0.013,-36.57,-0.024,13.7,2012-01-05,2026-03-24,45.4,24.0,4.99,0.335,-46.7
"RSI30(40,60) | 沪深300 [IS]",-1.47,-0.016,-36.57,-0.04,10.6,2012-01-05,2022-12-30,45.2,19.0,5.04,0.332,-46.7
"RSI30(40,60) | 沪深300 [OOS]",1.27,0.178,-20.14,0.063,3.1,2023-01-03,2026-03-24,46.3,5.0,4.8,0.361,-24.8
"RSI60(30,70) | 沪深300 [FULL]",0.0,0.0,0.0,0.0,13.7,2012-01-05,2026-03-24,0.0,0.0,4.99,0.335,-46.7
"RSI60(30,70) | 沪深300 [IS]",0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.04,0.332,-46.7
"RSI60(30,70) | 沪深300 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,4.8,0.361,-24.8
"RSI60(20,80) | 沪深300 [FULL]",0.0,0.0,0.0,0.0,13.7,2012-01-05,2026-03-24,0.0,0.0,4.99,0.335,-46.7
"RSI60(20,80) | 沪深300 [IS]",0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.04,0.332,-46.7
"RSI60(20,80) | 沪深300 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,4.8,0.361,-24.8
"RSI60(40,60) | 沪深300 [FULL]",2.55,0.26,-32.01,0.08,13.7,2012-01-05,2026-03-24,37.8,9.0,4.99,0.335,-46.7
"RSI60(40,60) | 沪深300 [IS]",1.57,0.183,-30.98,0.051,10.6,2012-01-05,2022-12-30,38.6,6.0,5.04,0.332,-46.7
"RSI60(40,60) | 沪深300 [OOS]",5.98,0.602,-20.92,0.286,3.1,2023-01-03,2026-03-24,35.1,2.0,4.8,0.361,-24.8
Dist_MA20<-3% | 沪深300 [FULL],-0.19,0.039,-32.91,-0.006,13.7,2012-01-05,2026-03-24,11.9,103.0,4.99,0.335,-46.7
Dist_MA20<-3% | 沪深300 [IS],-0.81,-0.003,-32.91,-0.025,10.6,2012-01-05,2022-12-30,13.5,90.0,5.04,0.332,-46.7
Dist_MA20<-3% | 沪深300 [OOS],1.97,0.56,-4.0,0.493,3.1,2023-01-03,2026-03-24,6.3,13.0,4.8,0.361,-24.8
Dist_MA20<-5% | 沪深300 [FULL],0.75,0.129,-26.87,0.028,13.7,2012-01-05,2026-03-24,4.1,37.0,4.99,0.335,-46.7
Dist_MA20<-5% | 沪深300 [IS],0.44,0.095,-26.87,0.017,10.6,2012-01-05,2022-12-30,5.1,35.0,5.04,0.332,-46.7
Dist_MA20<-5% | 沪深300 [OOS],1.79,1.181,-0.1,17.908,3.1,2023-01-03,2026-03-24,0.6,2.0,4.8,0.361,-24.8
Dist_MA20<-8% | 沪深300 [FULL],1.21,0.222,-18.11,0.067,13.7,2012-01-05,2026-03-24,1.5,17.0,4.99,0.335,-46.7
Dist_MA20<-8% | 沪深300 [IS],1.42,0.232,-18.11,0.079,10.6,2012-01-05,2022-12-30,1.9,16.0,5.04,0.332,-46.7
Dist_MA20<-8% | 沪深300 [OOS],0.49,0.533,-0.1,4.856,3.1,2023-01-03,2026-03-24,0.1,1.0,4.8,0.361,-24.8
Dist_MA20<-10% | 沪深300 [FULL],0.87,0.18,-18.11,0.048,13.7,2012-01-05,2026-03-24,1.0,10.0,4.99,0.335,-46.7
Dist_MA20<-10% | 沪深300 [IS],1.12,0.205,-18.11,0.062,10.6,2012-01-05,2022-12-30,1.2,10.0,5.04,0.332,-46.7
Dist_MA20<-10% | 沪深300 [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,4.8,0.361,-24.8
Dist_MA20<-15% | 沪深300 [FULL],-0.11,-0.004,-12.72,-0.009,13.7,2012-01-05,2026-03-24,0.3,3.0,4.99,0.335,-46.7
Dist_MA20<-15% | 沪深300 [IS],-0.14,-0.004,-12.72,-0.011,10.6,2012-01-05,2022-12-30,0.3,3.0,5.04,0.332,-46.7
Dist_MA20<-15% | 沪深300 [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,4.8,0.361,-24.8
Above_MA20 | 沪深300 [FULL],1.29,0.161,-46.07,0.028,13.7,2012-01-05,2026-03-24,52.6,198.0,4.99,0.335,-46.7
Above_MA20 | 沪深300 [IS],2.39,0.236,-34.23,0.07,10.6,2012-01-05,2022-12-30,53.8,148.0,5.04,0.332,-46.7
Above_MA20 | 沪深300 [OOS],-2.42,-0.13,-22.75,-0.106,3.1,2023-01-03,2026-03-24,48.6,50.0,4.8,0.361,-24.8
Dist_MA60<-3% | 沪深300 [FULL],-1.99,-0.089,-38.19,-0.052,13.7,2012-01-05,2026-03-24,24.4,74.0,4.99,0.335,-46.7
Dist_MA60<-3% | 沪深300 [IS],-3.04,-0.143,-38.19,-0.08,10.6,2012-01-05,2022-12-30,25.2,51.0,5.04,0.332,-46.7
Dist_MA60<-3% | 沪深300 [OOS],1.69,0.276,-11.18,0.151,3.1,2023-01-03,2026-03-24,21.6,23.0,4.8,0.361,-24.8
Dist_MA60<-5% | 沪深300 [FULL],1.94,0.224,-32.36,0.06,13.7,2012-01-05,2026-03-24,14.3,76.0,4.99,0.335,-46.7
Dist_MA60<-5% | 沪深300 [IS],1.14,0.153,-32.36,0.035,10.6,2012-01-05,2022-12-30,16.8,63.0,5.04,0.332,-46.7
Dist_MA60<-5% | 沪深300 [OOS],4.75,1.224,-2.34,2.032,3.1,2023-01-03,2026-03-24,6.0,13.0,4.8,0.361,-24.8
Dist_MA60<-8% | 沪深300 [FULL],0.41,0.091,-30.06,0.014,13.7,2012-01-05,2026-03-24,5.2,24.0,4.99,0.335,-46.7
Dist_MA60<-8% | 沪深300 [IS],0.51,0.102,-30.06,0.017,10.6,2012-01-05,2022-12-30,6.7,23.0,5.04,0.332,-46.7
Dist_MA60<-8% | 沪深300 [OOS],0.06,0.337,-0.1,0.552,3.1,2023-01-03,2026-03-24,0.1,1.0,4.8,0.361,-24.8
Dist_MA60<-10% | 沪深300 [FULL],1.49,0.225,-22.93,0.065,13.7,2012-01-05,2026-03-24,3.3,17.0,4.99,0.335,-46.7
Dist_MA60<-10% | 沪深300 [IS],1.93,0.255,-22.93,0.084,10.6,2012-01-05,2022-12-30,4.2,17.0,5.04,0.332,-46.7
Dist_MA60<-10% | 沪深300 [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,4.8,0.361,-24.8
Dist_MA60<-15% | 沪深300 [FULL],1.21,0.238,-15.88,0.076,13.7,2012-01-05,2026-03-24,1.0,12.0,4.99,0.335,-46.7
Dist_MA60<-15% | 沪深300 [IS],1.56,0.271,-15.88,0.098,10.6,2012-01-05,2022-12-30,1.3,12.0,5.04,0.332,-46.7
Dist_MA60<-15% | 沪深300 [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,4.8,0.361,-24.8
Above_MA60 | 沪深300 [FULL],5.44,0.442,-34.68,0.157,13.7,2012-01-05,2026-03-24,51.8,100.0,4.99,0.335,-46.7
Above_MA60 | 沪深300 [IS],3.93,0.337,-34.68,0.113,10.6,2012-01-05,2022-12-30,51.4,83.0,5.04,0.332,-46.7
Above_MA60 | 沪深300 [OOS],10.82,0.839,-10.99,0.984,3.1,2023-01-03,2026-03-24,53.1,16.0,4.8,0.361,-24.8
Dist_MA120<-3% | 沪深300 [FULL],0.37,0.095,-28.77,0.013,13.7,2012-01-05,2026-03-24,31.9,69.0,4.99,0.335,-46.7
Dist_MA120<-3% | 沪深300 [IS],0.22,0.089,-28.77,0.008,10.6,2012-01-05,2022-12-30,33.4,59.0,5.04,0.332,-46.7
Dist_MA120<-3% | 沪深300 [OOS],0.88,0.153,-15.6,0.056,3.1,2023-01-03,2026-03-24,26.6,10.0,4.8,0.361,-24.8
Dist_MA120<-5% | 沪深300 [FULL],1.87,0.213,-25.92,0.072,13.7,2012-01-05,2026-03-24,22.3,75.0,4.99,0.335,-46.7
Dist_MA120<-5% | 沪深300 [IS],2.16,0.226,-25.92,0.083,10.6,2012-01-05,2022-12-30,24.1,60.0,5.04,0.332,-46.7
Dist_MA120<-5% | 沪深300 [OOS],0.89,0.172,-11.04,0.08,3.1,2023-01-03,2026-03-24,16.3,15.0,4.8,0.361,-24.8
Dist_MA120<-8% | 沪深300 [FULL],2.89,0.334,-22.14,0.13,13.7,2012-01-05,2026-03-24,11.3,42.0,4.99,0.335,-46.7
Dist_MA120<-8% | 沪深300 [IS],3.22,0.339,-22.14,0.145,10.6,2012-01-05,2022-12-30,12.7,35.0,5.04,0.332,-46.7
