index,direction,is_sharpe,oos_sharpe,oos_trades,oos_pass_5trades,oos_pass_any
科创50,dip,0.9253010255349164,0.30126291495266544,18,True,True
科创50,dip,0.6045074935537735,0.42281609643743884,22,True,True
科创50,dip,0.8344102481176312,-0.08647150354344656,20,False,False
科创50,dip,0.889208173301507,0.24933464064911035,19,True,True
科创50,dip,0.6186949146282247,0.26519300983415706,18,True,True
科创50,dip,0.6637797830835085,-0.22012337152830863,20,False,False
科创50,dip,0.6551354788135363,0.1154439313168879,19,True,True
科创50,dip,0.7048719760016303,0.32264341204738367,18,True,True
科创50,dip,0.7858623642736431,0.17046786371359499,19,True,True
科创50,dip,0.5852980455916835,0.30808336523762664,18,True,True
科创50,dip,0.5433107822590882,0.25828537584899064,18,True,True
科创50,dip,0.6109480665431676,0.559422708584288,21,True,True
科创50,dip,0.5020477291542568,0.06633265478689437,19,True,True
科创50,dip,0.5571553650063465,0.12629054055708558,18,True,True
科创50,dip,0.6098798700121323,0.5621428936009262,21,True,True
科创50,dip,0.8017917695795633,0.5227320762046714,20,True,True
科创50,dip,0.604528645415376,-0.031674107395961236,18,False,False
科创50,dip,0.5649395053220816,0.1638310482481247,17,True,True
科创50,dip,0.6109290442824059,-0.17395212502344828,14,False,False
科创50,dip,0.6809083082033411,0.3770602966106853,20,True,True
科创50,dip,0.5876887115318702,-0.22229214057392158,18,False,False
科创50,dip,0.5657913268789853,0.04499675239187955,17,True,True
科创50,dip,0.6548009926727176,-0.040910811502916866,14,False,False
科创50,dip,0.7526900867074537,0.3953086884380747,20,True,True
科创50,dip,0.5753671296465547,-0.3030779133722198,18,False,False
科创50,dip,0.5694367678260902,0.02851848539004378,17,True,True
科创50,dip,0.6234148602367506,0.013143851103815737,14,True,True
科创50,dip,0.7731038850535029,0.3572882845070096,19,True,True
科创50,dip,0.5379631816367705,0.08600872715565402,16,True,True
科创50,dip,0.6157342774174204,0.09016661777781824,14,True,True
科创50,dip,0.6998742468502474,0.35689996517218014,18,True,True
科创50,dip,0.6390294815555728,-0.25234896401364865,17,False,False
科创50,dip,0.6325687363588262,0.05349183795398023,14,True,True
科创50,dip,0.7761822581612621,0.42881330395244666,18,True,True
科创50,dip,0.5974613891619374,-0.22581845919165022,17,False,False
科创50,dip,0.6793126162031381,0.3296099221071073,18,True,True
科创50,dip,0.500024249761105,-0.34993897984013955,17,False,False
科创50,dip,0.9063474478122946,0.32806323471097226,18,True,True
科创50,dip,0.7057582520677933,-0.24723455045991893,17,False,False
科创50,dip,0.530918242793306,-0.2169246326687508,16,False,False
科创50,dip,0.5307249030051151,0.06184577581190135,13,True,True
科创50,dip,0.7604321568763815,0.24557921698173413,18,True,True
科创50,dip,0.6099454077024232,-0.3659380242439837,17,False,False
科创50,dip,0.8025709745057147,0.21247637737280695,18,True,True
科创50,dip,0.7571017312259612,-0.3989139854834701,17,False,False
科创50,dip,0.7735361430023835,0.281963445970749,17,True,True
科创50,dip,0.647393259365004,-0.4005451607486519,16,False,False
科创50,dip,0.520504393072647,-0.3188783686190642,15,False,False
科创50,dip,0.8120661571552633,0.5232582231337706,17,True,True
科创50,dip,0.7194837786100562,0.015027782488740597,15,True,True
科创50,dip,0.6231983921939587,-0.05267771755697382,14,False,False
科创50,dip,0.9342173635660705,0.5252282721705775,17,True,True
科创50,dip,0.7476762334723601,0.030135233060677846,15,True,True
科创50,dip,0.6708324588363509,-0.11215777021849418,14,False,False
科创50,dip,0.8883264936156501,0.5443343166283509,17,True,True
科创50,dip,0.6938131890719819,0.08328091534251178,15,True,True
科创50,dip,0.6700620807470675,-0.16148450117215007,14,False,False
科创50,dip,0.6660517480187743,0.11812819984310191,10,True,True
科创50,dip,0.9404743953887817,0.6010462288270444,17,True,True
科创50,dip,0.8539219069369798,0.15674909083858315,15,True,True
科创50,dip,0.8572668668491034,0.08593642905973714,14,True,True
科创50,dip,0.5056258953910933,0.07735699165627445,10,True,True
科创50,dip,1.0234178021077034,0.5404868139165842,17,True,True
科创50,dip,0.8770402996047768,0.1471445693382168,15,True,True
科创50,dip,0.8600460704620222,0.09188117487418043,14,True,True
科创50,dip,0.5031308215416866,0.40074811992193893,17,True,True
科创50,dip,0.9159885031823923,-0.004208055959751908,15,False,False
科创50,dip,0.8879026037761233,-0.057121069956281634,14,False,False
科创50,dip,0.8657378366730181,-0.0647278822391669,14,False,False
科创50,dip,0.6635440942110687,0.5657313857054741,15,True,True
科创50,dip,0.6554282233224346,0.19783987027260877,13,True,True
科创50,dip,0.5985844029546732,0.3490271930717104,12,True,True
科创50,dip,0.5668612286845676,0.5706531689404784,15,True,True
科创50,dip,0.5626059056535232,0.2133002308645081,13,True,True
科创50,dip,0.5081720148170201,0.3629438107962696,12,True,True
科创50,dip,0.59501156401028,0.2780509230502604,15,True,True
科创50,dip,0.59501156401028,0.2780509230502604,15,True,True
科创50,dip,0.59501156401028,0.2780509230502604,15,True,True
科创50,dip,0.59501156401028,0.2780509230502604,15,True,True
科创50,dip,1.0313516867714474,0.4220187042504535,14,True,True
科创50,dip,1.0617294680303158,0.36808343262950305,15,True,True
科创50,dip,1.0617294680303158,0.4220187042504535,14,True,True
科创50,dip,1.0617294680303158,0.4220187042504535,14,True,True
科创50,dip,1.0701213846286117,0.36443151885099323,14,True,True
科创50,dip,1.0732881460250856,0.6433293842538274,15,True,True
科创50,dip,1.0438615359296108,0.36443151885099323,14,True,True
科创50,dip,1.0438615359296108,0.36443151885099323,14,True,True
科创50,dip,0.7603718224232783,0.25976845813855615,13,True,True
科创50,dip,0.6114426992914861,0.7707960615780385,15,True,True
科创50,dip,0.5455427909875745,0.4438924370468644,14,True,True
科创50,dip,0.5455427909875745,0.25976845813855615,13,True,True
科创50,dip,0.8211369762682038,0.5020125220454196,13,True,True
